title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Getting Away,radio,观光,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,A,
,radio,地标,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,B,
,radio,汇率,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,C,
,radio,登机证,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,D,
,radio,旅游保险,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,E,
,radio,配套旅游,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,F,
,radio,自炊式住宿,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,G,
,radio,时差反应,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,H,
,radio,超额预订,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,I,
,radio,旅行欲望,sightseeing,landmark,exchange rate,boarding pass,travel insurance,package tour,self-catering,jet lag,overbooked,wanderlust,J,
