title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
A Hard Day's Work,radio,永久的,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,A,
,radio,兼职的,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,B,
,radio,全职的,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,C,
,radio,截止日期,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,D,
,radio,工作量,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,E,
,radio,抱负,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,F,
,radio,专业职业,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,G,
,radio,学徒训练,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,H,
,radio,裁员,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,I,
,radio,工作与生活平衡,permanent,part-time,full-time,deadline,workload,ambition,profession,apprenticeship,redundancy,work-life balance,J,
