title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
The Media,radio,有偏见的,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,A,
,radio,可靠的,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,B,
,radio,耸人听闻的,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,C,
,radio,隐私,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,D,
,radio,名人,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,E,
,radio,狗仔队,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,F,
,radio,纪录片,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,G,
,radio,时事,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,H,
,radio,社交媒体,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,I,
,radio,错误资讯,biased,reliable,sensational,privacy,celebrity,paparazzi,documentary,current affairs,social media,misinformation,J,
