title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Life's Great Mysteries,radio,考古学家,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,A,
,radio,历史学家,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,B,
,radio,调查,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,C,
,radio,观察,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,D,
,radio,发现,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,E,
,radio,使困惑,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,F,
,radio,继承,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,G,
,radio,执念,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,H,
,radio,墓地,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,I,
,radio,狼人,archaeologist,historian,investigate,observe,discover,confuse,inherit,obsession,cemetery,werewolf,J,
