title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
The Environment,radio,污染；弄脏,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,A,
,radio,有毒的,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,B,
,radio,垃圾填埋场,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,C,
,radio,生物多样性,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,D,
,radio,排放物,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,E,
,radio,旱灾,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,F,
,radio,水灾,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,G,
,radio,灭绝,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,H,
,radio,环保人士,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,I,
,radio,可生物降解的,contaminate,toxic,landfill,biodiversity,emission,drought,flood,extinction,environmentalist,biodegradable,J,
