title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Happy to help!,radio,地方议会,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,A,
,radio,警察局长,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,B,
,radio,大声说；发声,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,C,
,radio,传阅,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,D,
,radio,表演出来,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,E,
,radio,启发,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,F,
,radio,负责任的公民,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,G,
,radio,人道主义的,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,H,
,radio,弱势的,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,I,
,radio,把善意传出去,local council,chief of police,speak up,pass round,act out,inspire,responsible citizen,humanitarian,underprivileged,pay it forward,J,
